"date","hour","height"
"11/02/08","01:58",3.4
"11/02/08","09:13",0.5
"11/02/08","14:08",3.2
"11/02/08","21:30",0.5
"12/02/08","02:36",3.3
"12/02/08","09:21",0.6
"12/02/08","14:45",3.2
"12/02/08","22:15",0.6
"13/02/08","03:24",3.1
"13/02/08","09:58",0.7
"13/02/08","15:30",3.1
"13/02/08","22:32",0.8
"14/02/08","04:28",2.9
"14/02/08","10:47",0.9
"14/02/08","16:39",3
"15/02/08","00:21",0.9
"15/02/08","05:45",2.7
"15/02/08","11:53",1.1
"15/02/08","18:04",2.9
"16/02/08","02:06",0.9
"16/02/08","07:06",2.7
"16/02/08","13:11",1.2
"16/02/08","19:26",3
"17/02/08","03:39",0.8
"17/02/08","08:38",2.8
"17/02/08","14:41",1.1
"17/02/08","20:43",3.2
"18/02/08","04:49",0.6
"18/02/08","09:41",3.1
"18/02/08","16:24",1
"18/02/08","21:43",3.3
"19/02/08","05:47",0.5
"19/02/08","10:34",3.2
"19/02/08","17:36",0.8
"19/02/08","22:32",3.4
"20/02/08","06:34",0.4
"20/02/08","11:19",3.3
"20/02/08","18:30",0.6
"20/02/08","23:19",3.5
"21/02/08","07:04",0.4
"21/02/08","11:53",3.4
"21/02/08","19:06",0.5
"22/02/08","00:02",3.5
"22/02/08","07:49",0.4
"22/02/08","12:30",3.4
"22/02/08","19:47",0.4
"23/02/08","00:32",3.5
"23/02/08","08:06",0.4
"23/02/08","13:08",3.4
"23/02/08","20:19",0.4
"24/02/08","01:08",3.4
"24/02/08","08:17",0.5
"24/02/08","13:34",3.3
"24/02/08","20:41",0.5
"25/02/08","01:43",3.2
"25/02/08","08:43",0.5
"25/02/08","13:58",3.2
"25/02/08","21:00",0.6
"26/02/08","02:08",3.1
"26/02/08","09:00",0.6
"26/02/08","14:19",3
"26/02/08","21:17",0.7
"27/02/08","02:38",2.9
"27/02/08","09:19",0.8
"27/02/08","14:45",2.9
"27/02/08","21:43",0.8
"28/02/08","03:11",2.6
"28/02/08","09:45",0.9
"28/02/08","15:24",2.8
"28/02/08","22:21",1
"29/02/08","04:06",2.4
"29/02/08","10:28",1.1
"29/02/08","16:19",2.7
"29/02/08","23:21",1.1
"01/03/08","05:36",2.3
"01/03/08","11:19",1.3
"01/03/08","18:11",2.6
"02/03/08","01:56",1.1
"02/03/08","07:28",2.4
"02/03/08","13:45",1.4
"02/03/08","19:43",2.8
"03/03/08","03:08",0.9
"03/03/08","08:36",2.7
"03/03/08","15:08",1.2
"03/03/08","20:41",3
"04/03/08","04:11",0.8
"04/03/08","09:24",2.9
"04/03/08","16:04",1
"04/03/08","21:26",3.3
"05/03/08","05:00",0.7
"05/03/08","10:04",3.1
"05/03/08","16:54",0.8
"05/03/08","22:11",3.4
"06/03/08","05:53",0.6
"06/03/08","10:36",3.3
"06/03/08","17:49",0.6
"06/03/08","22:58",3.5
"07/03/08","06:41",0.5
"07/03/08","11:17",3.4
"07/03/08","18:47",0.4
"07/03/08","23:39",3.6
"08/03/08","07:13",0.4
"08/03/08","11:51",3.5
"08/03/08","19:38",0.3
"09/03/08","00:23",3.7
"09/03/08","07:51",0.4
"09/03/08","12:28",3.5
"09/03/08","20:15",0.3
"10/03/08","01:06",3.7
"10/03/08","08:32",0.4
"10/03/08","13:13",3.5
"10/03/08","20:53",0.3
"11/03/08","01:47",3.6
"11/03/08","08:45",0.5
"11/03/08","13:54",3.4
"11/03/08","21:41",0.4
"12/03/08","02:30",3.4
"12/03/08","09:17",0.6
"12/03/08","14:34",3.3
"12/03/08","22:23",0.6
"13/03/08","03:19",3.1
"13/03/08","09:47",0.8
"13/03/08","15:26",3.1
"13/03/08","22:41",0.8
"14/03/08","04:17",2.9
"14/03/08","10:34",1
"14/03/08","16:34",3
"15/03/08","00:34",0.9
"15/03/08","05:30",2.7
"15/03/08","11:39",1.2
"15/03/08","17:58",2.9
"16/03/08","02:06",0.9
"16/03/08","07:06",2.7
"16/03/08","13:28",1.3
"16/03/08","19:24",3
"17/03/08","03:26",0.7
"17/03/08","08:30",2.9
"17/03/08","15:19",1.1
"17/03/08","20:38",3.1
"18/03/08","04:32",0.6
"18/03/08","09:24",3.1
"18/03/08","16:30",0.9
"18/03/08","21:34",3.3
"19/03/08","05:17",0.5
"19/03/08","10:09",3.3
"19/03/08","17:26",0.7
"19/03/08","22:21",3.4
"20/03/08","06:00",0.4
"20/03/08","10:49",3.4
"20/03/08","18:06",0.5
"20/03/08","23:08",3.5
"21/03/08","06:47",0.4
"21/03/08","11:26",3.5
"21/03/08","18:51",0.4
"21/03/08","23:39",3.5
"22/03/08","07:06",0.5
"22/03/08","12:04",3.5
"22/03/08","19:30",0.4
"23/03/08","00:15",3.5
"23/03/08","07:24",0.5
"23/03/08","12:34",3.5
"23/03/08","19:53",0.4
"24/03/08","00:53",3.4
"24/03/08","07:47",0.5
"24/03/08","13:04",3.4
"24/03/08","20:19",0.5
"25/03/08","01:19",3.2
"25/03/08","08:08",0.5
"25/03/08","13:28",3.2
"25/03/08","20:38",0.6
"26/03/08","01:49",3.1
"26/03/08","08:38",0.6
"26/03/08","13:47",3.1
"26/03/08","20:54",0.7
"27/03/08","02:13",2.9
"27/03/08","08:53",0.8
"27/03/08","14:13",3
"27/03/08","21:15",0.8
"28/03/08","02:51",2.7
"28/03/08","09:15",0.9
"28/03/08","15:00",2.9
"28/03/08","21:58",0.9
"29/03/08","03:36",2.5
"29/03/08","09:56",1.1
"29/03/08","16:00",2.7
"29/03/08","22:56",1.1
"30/03/08","05:13",2.3
"30/03/08","10:54",1.3
"30/03/08","17:24",2.6
"31/03/08","01:06",1.1
"31/03/08","06:45",2.4
"31/03/08","12:04",1.4
"31/03/08","18:58",2.8
"01/04/08","02:30",1
"01/04/08","07:45",2.7
"01/04/08","14:43",1.2
"01/04/08","20:00",3
"02/04/08","03:34",0.9
"02/04/08","08:32",3
"02/04/08","15:39",0.9
"02/04/08","20:56",3.2
"03/04/08","04:30",0.7
"03/04/08","09:17",3.2
"03/04/08","16:38",0.7
"03/04/08","21:45",3.4
"04/04/08","05:17",0.7
"04/04/08","10:04",3.4
"04/04/08","17:39",0.5
"04/04/08","22:32",3.6
"05/04/08","05:58",0.5
"05/04/08","10:39",3.5
"05/04/08","18:34",0.4
"05/04/08","23:21",3.6
"06/04/08","06:49",0.4
"06/04/08","11:26",3.6
"06/04/08","19:13",0.3
"07/04/08","00:08",3.7
"07/04/08","07:34",0.4
"07/04/08","12:13",3.6
"07/04/08","19:58",0.2
"08/04/08","00:53",3.7
"08/04/08","07:58",0.4
"08/04/08","12:58",3.6
"08/04/08","20:51",0.2
"09/04/08","01:36",3.6
"09/04/08","08:38",0.4
"09/04/08","13:41",3.5
"09/04/08","21:39",0.3
"10/04/08","02:21",3.4
"10/04/08","09:09",0.6
"10/04/08","14:24",3.3
"10/04/08","22:21",0.5
"11/04/08","03:09",3.1
"11/04/08","09:43",0.8
"11/04/08","15:15",3.2
"11/04/08","23:17",0.7
"12/04/08","04:08",2.9
"12/04/08","10:26",1
"12/04/08","16:19",3
"13/04/08","00:36",0.8
"13/04/08","05:21",2.7
"13/04/08","11:30",1.1
"13/04/08","17:45",2.9
"14/04/08","01:53",0.8
"14/04/08","06:45",2.8
"14/04/08","13:49",1.1
"14/04/08","19:09",2.9
"15/04/08","02:58",0.7
"15/04/08","07:56",2.9
"15/04/08","15:02",0.9
"15/04/08","20:15",3.1
"16/04/08","03:56",0.6
"16/04/08","08:49",3.1
"16/04/08","16:04",0.7
"16/04/08","21:11",3.2
"17/04/08","04:49",0.6
"17/04/08","09:36",3.3
"17/04/08","16:56",0.6
"17/04/08","21:58",3.3
"18/04/08","05:34",0.6
"18/04/08","10:15",3.4
"18/04/08","17:47",0.5
"18/04/08","22:38",3.4
"19/04/08","05:45",0.6
"19/04/08","10:54",3.5
"19/04/08","18:32",0.4
"19/04/08","23:17",3.4
"20/04/08","06:19",0.6
"20/04/08","11:28",3.5
"20/04/08","18:56",0.4
"20/04/08","23:58",3.3
"21/04/08","06:41",0.5
"21/04/08","12:04",3.4
"21/04/08","19:32",0.4
"22/04/08","00:28",3.2
"22/04/08","07:11",0.5
"22/04/08","12:38",3.3
"22/04/08","19:53",0.5
"23/04/08","01:00",3.1
"23/04/08","07:47",0.5
"23/04/08","13:00",3.2
"23/04/08","20:26",0.5
"24/04/08","01:32",3
"24/04/08","08:09",0.6
"24/04/08","13:28",3.1
"24/04/08","20:36",0.6
"25/04/08","01:56",2.8
"25/04/08","08:32",0.7
"25/04/08","14:00",3
"25/04/08","21:08",0.7
"26/04/08","02:26",2.7
"26/04/08","09:00",0.9
"26/04/08","14:49",2.9
"26/04/08","21:41",0.8
"27/04/08","03:13",2.5
"27/04/08","09:43",1
"27/04/08","15:34",2.7
"27/04/08","22:17",0.9
"28/04/08","04:26",2.4
"28/04/08","10:24",1.1
"28/04/08","16:41",2.7
"28/04/08","23:17",1
"29/04/08","05:51",2.5
"29/04/08","11:24",1.2
"29/04/08","18:08",2.7
"30/04/08","01:38",1
"30/04/08","06:54",2.7
"30/04/08","13:49",1.1
"30/04/08","19:11",2.9
"01/05/08","02:36",0.9
"01/05/08","07:47",3
"01/05/08","14:58",0.9
"01/05/08","20:09",3.1
"02/05/08","03:32",0.8
"02/05/08","08:30",3.2
"02/05/08","15:56",0.7
"02/05/08","21:08",3.3
"03/05/08","04:30",0.7
"03/05/08","09:17",3.4
"03/05/08","16:58",0.5
"03/05/08","22:06",3.4
"04/05/08","05:26",0.6
"04/05/08","10:09",3.5
"04/05/08","17:58",0.3
"04/05/08","22:58",3.5
"05/05/08","06:13",0.5
"05/05/08","11:02",3.6
"05/05/08","18:56",0.2
"05/05/08","23:49",3.5
"06/05/08","06:53",0.4
"06/05/08","11:51",3.6
"06/05/08","19:53",0.1
"07/05/08","00:38",3.5
"07/05/08","07:41",0.4
"07/05/08","12:38",3.5
"07/05/08","20:45",0.1
"08/05/08","01:23",3.4
"08/05/08","08:24",0.4
"08/05/08","13:21",3.4
"08/05/08","21:30",0.2
"09/05/08","02:09",3.3
"09/05/08","08:58",0.5
"09/05/08","14:09",3.3
"09/05/08","22:11",0.4
"10/05/08","03:00",3.1
"10/05/08","09:39",0.6
"10/05/08","15:04",3.1
"10/05/08","23:00",0.5
"11/05/08","03:56",2.9
"11/05/08","10:26",0.8
"11/05/08","16:06",2.9
"12/05/08","00:00",0.6
"12/05/08","05:04",2.8
"12/05/08","11:30",0.9
"12/05/08","17:24",2.8
"13/05/08","01:04",0.7
"13/05/08","06:11",2.8
"13/05/08","13:15",0.9
"13/05/08","18:39",2.8
"14/05/08","02:06",0.8
"14/05/08","07:11",2.9
"14/05/08","14:24",0.8
"14/05/08","19:41",2.9
"15/05/08","02:54",0.8
"15/05/08","08:04",3
"15/05/08","15:26",0.7
"15/05/08","20:36",3
"16/05/08","03:28",0.8
"16/05/08","08:54",3.2
"16/05/08","16:28",0.6
"16/05/08","21:24",3
"17/05/08","04:09",0.7
"17/05/08","09:38",3.3
"17/05/08","17:15",0.6
"17/05/08","22:11",3.1
"18/05/08","04:41",0.7
"18/05/08","10:17",3.3
"18/05/08","17:47",0.5
"18/05/08","22:56",3.1
"19/05/08","05:19",0.7
"19/05/08","11:00",3.3
"19/05/08","18:34",0.5
"19/05/08","23:32",3.1
"20/05/08","06:04",0.6
"20/05/08","11:38",3.2
"20/05/08","18:58",0.5
"21/05/08","00:08",3
"21/05/08","06:43",0.6
"21/05/08","12:06",3.2
"21/05/08","19:39",0.5
"22/05/08","00:45",2.9
"22/05/08","07:19",0.6
"22/05/08","12:38",3.1
"22/05/08","20:13",0.5
"23/05/08","01:13",2.8
"23/05/08","07:41",0.6
"23/05/08","13:08",3
"23/05/08","20:36",0.5
"24/05/08","01:32",2.7
"24/05/08","08:11",0.6
"24/05/08","13:51",3
"24/05/08","21:15",0.6
"25/05/08","02:09",2.7
"25/05/08","08:47",0.7
"25/05/08","14:24",2.9
"25/05/08","21:21",0.6
"26/05/08","03:00",2.6
"26/05/08","09:17",0.8
"26/05/08","15:11",2.8
"26/05/08","22:04",0.7
"27/05/08","03:47",2.5
"27/05/08","10:02",0.9
"27/05/08","16:15",2.7
"27/05/08","22:53",0.8
"28/05/08","04:54",2.6
"28/05/08","11:02",0.9
"28/05/08","17:32",2.7
"28/05/08","23:39",0.9
"29/05/08","06:00",2.8
"29/05/08","12:38",0.9
"29/05/08","18:38",2.8
"30/05/08","01:13",0.9
"30/05/08","06:58",3
"30/05/08","14:08",0.7
"30/05/08","19:38",2.9
"31/05/08","02:19",0.8
"31/05/08","07:54",3.2
"31/05/08","15:17",0.6
"31/05/08","20:36",3.1
"01/06/08","03:17",0.7
"01/06/08","08:49",3.3
"01/06/08","16:32",0.5
"01/06/08","21:36",3.2
"02/06/08","04:17",0.7
"02/06/08","09:39",3.4
"02/06/08","17:45",0.4
"02/06/08","22:36",3.2
"03/06/08","05:24",0.6
"03/06/08","10:34",3.4
"03/06/08","18:49",0.3
"03/06/08","23:30",3.3
"04/06/08","06:28",0.5
"04/06/08","11:26",3.4
"04/06/08","19:43",0.2
"05/06/08","00:21",3.3
"05/06/08","07:23",0.4
"05/06/08","12:13",3.4
"05/06/08","20:30",0.2
"06/06/08","01:09",3.2
"06/06/08","08:08",0.4
"06/06/08","13:04",3.3
"06/06/08","21:08",0.2
"07/06/08","01:54",3.1
"07/06/08","08:51",0.4
"07/06/08","13:56",3.2
"07/06/08","21:56",0.2
"08/06/08","02:41",3
"08/06/08","09:38",0.5
"08/06/08","14:41",3
"08/06/08","22:43",0.4
"09/06/08","03:36",2.9
"09/06/08","10:23",0.6
"09/06/08","15:32",2.9
"09/06/08","23:23",0.6
"10/06/08","04:34",2.8
"10/06/08","11:15",0.7
"10/06/08","16:36",2.7
"10/06/08","23:23",0.7
"11/06/08","05:30",2.7
"11/06/08","12:19",0.8
"11/06/08","17:47",2.6
"12/06/08","00:15",0.8
"12/06/08","06:23",2.7
"12/06/08","13:19",0.8
"12/06/08","18:54",2.6
"13/06/08","01:19",0.9
"13/06/08","07:15",2.8
"13/06/08","14:11",0.8
"13/06/08","19:58",2.7
"14/06/08","02:11",0.9
"14/06/08","08:08",2.9
"14/06/08","15:06",0.7
"14/06/08","20:56",2.7
"15/06/08","03:02",0.8
"15/06/08","09:02",3
"15/06/08","16:13",0.6
"15/06/08","21:45",2.8
"16/06/08","03:58",0.8
"16/06/08","09:53",3.1
"16/06/08","17:17",0.6
"16/06/08","22:28",2.8
"17/06/08","04:49",0.7
"17/06/08","10:32",3.1
"17/06/08","17:43",0.6
"17/06/08","23:09",2.9
"18/06/08","05:30",0.7
"18/06/08","11:06",3.1
"18/06/08","18:39",0.5
"18/06/08","23:51",2.8
"19/06/08","06:11",0.6
"19/06/08","11:41",3.1
"19/06/08","19:23",0.5
"20/06/08","00:21",2.8
"20/06/08","06:41",0.6
"20/06/08","12:11",3.1
"20/06/08","19:51",0.5
"21/06/08","00:38",2.8
"21/06/08","07:23",0.5
"21/06/08","12:51",3
"21/06/08","20:38",0.4
"22/06/08","01:11",2.8
"22/06/08","07:53",0.6
"22/06/08","13:24",3
"22/06/08","20:39",0.5
"23/06/08","01:45",2.7
"23/06/08","08:23",0.6
"23/06/08","14:06",3
"23/06/08","21:19",0.5
"24/06/08","02:21",2.7
"24/06/08","09:04",0.6
"24/06/08","14:51",2.9
"24/06/08","21:39",0.6
"25/06/08","03:11",2.7
"25/06/08","09:49",0.7
"25/06/08","15:32",2.8
"25/06/08","22:15",0.6
"26/06/08","04:11",2.7
"26/06/08","10:36",0.7
"26/06/08","16:32",2.8
"26/06/08","23:04",0.7
"27/06/08","05:17",2.8
"27/06/08","11:51",0.7
"27/06/08","17:47",2.7
"28/06/08","00:04",0.8
"28/06/08","06:15",2.9
"28/06/08","13:24",0.7
"28/06/08","18:58",2.8
"29/06/08","01:17",0.8
"29/06/08","07:13",3.1
"29/06/08","14:30",0.6
"29/06/08","20:06",2.8
"30/06/08","02:26",0.8
"30/06/08","08:13",3.2
"30/06/08","15:30",0.6
"30/06/08","21:19",3
"01/07/08","03:26",0.7
"01/07/08","09:17",3.3
"01/07/08","17:32",0.5
"01/07/08","22:23",3.1
"02/07/08","04:24",0.7
"02/07/08","10:15",3.3
"02/07/08","18:36",0.4
"02/07/08","23:17",3.1
"03/07/08","05:32",0.6
"03/07/08","11:08",3.3
"03/07/08","19:23",0.3
"04/07/08","00:08",3.1
"04/07/08","06:49",0.5
"04/07/08","12:00",3.3
"04/07/08","20:04",0.2
"05/07/08","00:49",3.1
"05/07/08","07:53",0.4
"05/07/08","12:49",3.2
"05/07/08","20:56",0.2
"06/07/08","01:36",3.1
"06/07/08","08:45",0.4
"06/07/08","13:28",3.1
"06/07/08","21:39",0.3
"07/07/08","02:26",3
"07/07/08","09:28",0.4
"07/07/08","14:13",3
"07/07/08","21:49",0.4
"08/07/08","03:11",2.9
"08/07/08","09:58",0.5
"08/07/08","15:04",2.9
"08/07/08","22:06",0.5
"09/07/08","03:43",2.8
"09/07/08","10:24",0.6
"09/07/08","15:49",2.7
"09/07/08","22:24",0.7
"10/07/08","04:32",2.7
"10/07/08","11:02",0.7
"10/07/08","16:41",2.5
"10/07/08","23:00",0.8
"11/07/08","05:24",2.6
"11/07/08","11:41",0.8
"11/07/08","17:51",2.4
"11/07/08","23:45",0.9
"12/07/08","06:26",2.6
"12/07/08","12:43",0.8
"12/07/08","19:08",2.4
"13/07/08","00:34",1
"13/07/08","07:32",2.7
"13/07/08","14:04",0.8
"13/07/08","20:19",2.5
"14/07/08","02:32",1
"14/07/08","08:32",2.8
"14/07/08","15:08",0.7
"14/07/08","21:21",2.6
"15/07/08","03:24",0.9
"15/07/08","09:21",3
"15/07/08","16:13",0.7
"15/07/08","22:09",2.7
"16/07/08","04:11",0.8
"16/07/08","10:06",3
"16/07/08","17:26",0.6
"16/07/08","22:53",2.8
"17/07/08","05:00",0.7
"17/07/08","10:45",3.1
"17/07/08","18:15",0.6
"17/07/08","23:26",2.8
"18/07/08","05:38",0.7
"18/07/08","11:13",3.1
"18/07/08","18:54",0.5
"18/07/08","23:45",2.9
"19/07/08","06:28",0.6
"19/07/08","11:53",3.1
"19/07/08","19:43",0.4
"20/07/08","00:15",2.9
"20/07/08","07:24",0.5
"20/07/08","12:24",3.2
"20/07/08","20:13",0.4
"21/07/08","00:38",2.9
"21/07/08","07:28",0.5
"21/07/08","13:06",3.1
"21/07/08","20:39",0.4
"22/07/08","01:13",2.9
"22/07/08","08:19",0.5
"22/07/08","13:47",3.1
"22/07/08","21:08",0.5
"23/07/08","02:00",2.9
"23/07/08","08:51",0.5
"23/07/08","14:23",3
"23/07/08","21:17",0.5
"24/07/08","02:34",2.9
"24/07/08","09:26",0.6
"24/07/08","15:08",2.9
"24/07/08","21:54",0.6
"25/07/08","03:17",2.9
"25/07/08","10:17",0.6
"25/07/08","15:54",2.8
"25/07/08","22:39",0.7
"26/07/08","04:17",2.9
"26/07/08","11:26",0.7
"26/07/08","17:15",2.6
"26/07/08","23:36",0.8
"27/07/08","05:34",2.9
"27/07/08","12:51",0.8
"27/07/08","18:34",2.6
"28/07/08","00:43",0.9
"28/07/08","06:53",2.9
"28/07/08","14:09",0.7
"28/07/08","19:56",2.7
"29/07/08","01:56",0.9
"29/07/08","08:06",3.1
"29/07/08","15:32",0.7
"29/07/08","21:17",2.9
"30/07/08","03:02",0.8
"30/07/08","09:13",3.2
"30/07/08","17:15",0.6
"30/07/08","22:15",3
"31/07/08","04:08",0.7
"31/07/08","10:09",3.3
"31/07/08","18:11",0.5
"31/07/08","23:06",3.1
"01/08/08","05:30",0.7
"01/08/08","11:02",3.3
"01/08/08","19:00",0.4
"01/08/08","23:47",3.2
"02/08/08","06:49",0.5
"02/08/08","11:47",3.3
"02/08/08","19:54",0.3
"03/08/08","00:32",3.2
"03/08/08","07:47",0.4
"03/08/08","12:24",3.3
"03/08/08","20:36",0.3
"04/08/08","01:19",3.2
"04/08/08","08:34",0.4
"04/08/08","13:09",3.2
"04/08/08","20:51",0.4
"05/08/08","01:45",3.1
"05/08/08","09:02",0.4
"05/08/08","13:53",3.1
"05/08/08","21:08",0.5
"06/08/08","02:21",3
"06/08/08","09:26",0.5
"06/08/08","14:24",2.9
"06/08/08","21:17",0.6
"07/08/08","02:54",2.8
"07/08/08","09:45",0.7
"07/08/08","15:04",2.7
"07/08/08","21:49",0.7
"08/08/08","03:21",2.7
"08/08/08","10:06",0.7
"08/08/08","15:45",2.5
"08/08/08","22:08",0.8
"09/08/08","04:02",2.6
"09/08/08","10:53",0.8
"09/08/08","16:34",2.3
"09/08/08","22:54",1
"10/08/08","04:49",2.5
"10/08/08","11:47",0.9
"10/08/08","18:30",2.2
"10/08/08","23:51",1.1
"11/08/08","06:47",2.5
"11/08/08","13:38",0.9
"11/08/08","19:58",2.3
"12/08/08","01:30",1.2
"12/08/08","08:02",2.7
"12/08/08","14:54",0.8
"12/08/08","21:00",2.5
"13/08/08","02:58",1
"13/08/08","09:00",2.9
"13/08/08","15:54",0.7
"13/08/08","21:49",2.8
"14/08/08","03:54",0.9
"14/08/08","09:43",3.1
"14/08/08","16:51",0.6
"14/08/08","22:26",2.9
"15/08/08","04:39",0.8
"15/08/08","10:17",3.2
"15/08/08","17:49",0.5
"15/08/08","22:51",3
"16/08/08","05:32",0.7
"16/08/08","10:54",3.3
"16/08/08","18:39",0.5
"16/08/08","23:21",3.1
"17/08/08","06:32",0.6
"17/08/08","11:26",3.3
"17/08/08","19:09",0.5
"17/08/08","23:36",3.1
"18/08/08","07:19",0.5
"18/08/08","12:08",3.3
"18/08/08","19:49",0.4
"19/08/08","00:13",3.2
"19/08/08","07:41",0.5
"19/08/08","12:51",3.3
"19/08/08","20:26",0.4
"20/08/08","00:58",3.1
"20/08/08","08:36",0.4
"20/08/08","13:28",3.3
"20/08/08","20:34",0.5
"21/08/08","01:32",3.1
"21/08/08","09:15",0.5
"21/08/08","14:08",3.1
"21/08/08","21:04",0.5
"22/08/08","02:08",3.1
"22/08/08","09:21",0.6
"22/08/08","14:47",3
"22/08/08","21:36",0.6
"23/08/08","02:45",3
"23/08/08","10:08",0.7
"23/08/08","15:39",2.8
"23/08/08","22:17",0.8
"24/08/08","03:34",2.9
"24/08/08","11:09",0.8
"24/08/08","16:51",2.6
"24/08/08","23:11",0.9
"25/08/08","05:15",2.8
"25/08/08","12:30",0.9
"25/08/08","18:21",2.5
"26/08/08","00:21",1
"26/08/08","06:51",2.9
"26/08/08","14:30",0.8
"26/08/08","20:04",2.7
"27/08/08","01:45",1
"27/08/08","08:11",3
"27/08/08","15:54",0.7
"27/08/08","21:13",2.9
"28/08/08","03:08",0.9
"28/08/08","09:13",3.2
"28/08/08","17:00",0.6
"28/08/08","22:04",3.1
"29/08/08","04:28",0.8
"29/08/08","10:06",3.3
"29/08/08","17:58",0.5
"29/08/08","22:47",3.3
"30/08/08","05:47",0.6
"30/08/08","10:53",3.4
"30/08/08","18:51",0.4
"30/08/08","23:28",3.3
"31/08/08","06:47",0.5
"31/08/08","11:28",3.4
"31/08/08","19:28",0.4
"01/09/08","00:09",3.3
"01/09/08","07:38",0.4
"01/09/08","12:11",3.4
"01/09/08","19:51",0.5
"02/09/08","00:36",3.3
"02/09/08","08:06",0.4
"02/09/08","12:53",3.3
"02/09/08","20:13",0.5
"03/09/08","01:13",3.2
"03/09/08","08:38",0.5
"03/09/08","13:23",3.1
"03/09/08","20:21",0.5
"04/09/08","01:43",3.1
"04/09/08","08:51",0.6
"04/09/08","13:58",3
"04/09/08","20:49",0.6
"05/09/08","02:04",3
"05/09/08","09:06",0.7
"05/09/08","14:26",2.7
"05/09/08","21:04",0.7
"06/09/08","02:24",2.8
"06/09/08","09:28",0.8
"06/09/08","14:56",2.5
"06/09/08","21:34",0.9
"07/09/08","02:58",2.7
"07/09/08","10:04",0.9
"07/09/08","15:38",2.3
"07/09/08","22:06",1
"08/09/08","03:56",2.6
"08/09/08","11:04",1
"08/09/08","17:41",2.1
"08/09/08","23:02",1.2
"09/09/08","05:24",2.5
"09/09/08","12:47",1
"09/09/08","19:09",2.3
"10/09/08","00:13",1.3
"10/09/08","07:15",2.6
"10/09/08","14:23",0.9
"10/09/08","20:23",2.5
"11/09/08","02:41",1.1
"11/09/08","08:19",2.9
"11/09/08","15:28",0.7
"11/09/08","21:11",2.8
"12/09/08","03:36",0.9
"12/09/08","09:09",3.1
"12/09/08","16:28",0.6
"12/09/08","21:43",3
"13/09/08","04:28",0.7
"13/09/08","09:49",3.3
"13/09/08","17:19",0.6
"13/09/08","22:17",3.2
"14/09/08","05:24",0.6
"14/09/08","10:26",3.4
"14/09/08","17:58",0.5
"14/09/08","22:36",3.3
"15/09/08","06:15",0.6
"15/09/08","11:09",3.5
"15/09/08","18:47",0.5
"15/09/08","23:15",3.4
"16/09/08","06:53",0.5
"16/09/08","11:53",3.5
"16/09/08","19:28",0.5
"16/09/08","23:58",3.4
"17/09/08","07:49",0.4
"17/09/08","12:34",3.4
"17/09/08","19:49",0.5
"18/09/08","00:38",3.4
"18/09/08","08:38",0.4
"18/09/08","13:17",3.4
"18/09/08","20:24",0.5
"19/09/08","01:17",3.3
"19/09/08","09:08",0.5
"19/09/08","13:58",3.2
"19/09/08","20:43",0.6
"20/09/08","01:56",3.2
"20/09/08","09:30",0.6
"20/09/08","14:43",3
"20/09/08","21:19",0.7
"21/09/08","02:41",3.1
"21/09/08","10:09",0.7
"21/09/08","15:38",2.8
"21/09/08","22:02",0.8
"22/09/08","03:39",2.9
"22/09/08","11:08",0.8
"22/09/08","16:51",2.6
"22/09/08","23:00",1
"23/09/08","05:08",2.8
"23/09/08","13:06",0.9
"23/09/08","18:26",2.6
"24/09/08","00:11",1.1
"24/09/08","06:53",2.9
"24/09/08","14:38",0.8
"24/09/08","19:56",2.8
"25/09/08","02:11",1.1
"25/09/08","08:06",3.1
"25/09/08","15:47",0.6
"25/09/08","20:54",3
"26/09/08","03:30",0.9
"26/09/08","09:04",3.2
"26/09/08","16:49",0.5
"26/09/08","21:41",3.2
"27/09/08","04:41",0.7
"27/09/08","09:53",3.4
"27/09/08","17:41",0.5
"27/09/08","22:23",3.4
"28/09/08","05:45",0.5
"28/09/08","10:32",3.4
"28/09/08","18:13",0.5
"28/09/08","22:56",3.4
"29/09/08","06:38",0.5
"29/09/08","11:15",3.4
"29/09/08","18:47",0.6
"29/09/08","23:30",3.4
"30/09/08","07:08",0.5
"30/09/08","11:54",3.4
"30/09/08","19:13",0.6
"01/10/08","00:08",3.4
"01/10/08","07:45",0.5
"01/10/08","12:24",3.3
"01/10/08","19:19",0.6
"02/10/08","00:43",3.3
"02/10/08","08:13",0.6
"02/10/08","13:02",3.1
"02/10/08","19:53",0.6
"03/10/08","01:08",3.2
"03/10/08","08:26",0.6
"03/10/08","13:36",2.9
"03/10/08","20:13",0.6
"04/10/08","01:32",3
"04/10/08","08:34",0.7
"04/10/08","13:56",2.7
"04/10/08","20:36",0.8
"05/10/08","01:53",2.9
"05/10/08","09:04",0.7
"05/10/08","14:21",2.5
"05/10/08","21:00",0.9
"06/10/08","02:30",2.8
"06/10/08","09:43",0.8
"06/10/08","15:06",2.3
"06/10/08","21:45",1
"07/10/08","03:13",2.6
"07/10/08","10:30",1
"07/10/08","16:24",2.2
"07/10/08","22:38",1.2
"08/10/08","04:26",2.5
"08/10/08","12:32",1
"08/10/08","18:15",2.3
"08/10/08","23:47",1.3
"09/10/08","06:30",2.6
"09/10/08","13:54",0.9
"09/10/08","19:21",2.6
"10/10/08","02:00",1.1
"10/10/08","07:34",2.9
"10/10/08","14:56",0.8
"10/10/08","20:13",2.9
"11/10/08","03:06",0.9
"11/10/08","08:23",3.1
